"X1","Report ID","Report Type","Arrest Date","Time","Area ID","Area Name","Reporting District","Age","Sex Code","Descent Code","Charge Group Code","Charge Group Description","Arrest Type Code","Charge","Charge Description","Disposition Description","Address","Cross Street","LAT","LON","Location","Booking Date","Booking Time","Booking Location","Booking Location Code","week","date","month"
6517,5937970,"BOOKING","05/23/2020 12:00:00 AM","0100","15","N Hollywood","1525",42,"M","W","07","Vehicle Theft","F","10851(A)VC","TAKE VEHICLE W/O OWNER'S CONSENT","FELONY COMPLAINT FILED","VICTORY","LANKERSHIM",34.1867,-118.3878,"POINT (-118.3878 34.1867)","05/23/2020 12:00:00 AM","0332","VALLEY - JAIL DIV",4279,21,2020-05-23,5
6531,5947118,"BOOKING","06/02/2020 12:00:00 AM","1530","06","Hollywood","0636",33,"M","B","24","Miscellaneous Other Violations","F","3455(B)1PC","WARRANT-PETITION TO REVOKE COMMUNITY SUPVN","FELONY COMPLAINT FILED","IVAR","YUCCA                        ST",34.1039,-118.3282,"POINT (-118.3282 34.1039)","06/02/2020 12:00:00 AM","1634","HOLLYWOOD",4206,23,2020-06-02,6
6533,5938928,"BOOKING","05/24/2020 12:00:00 AM","1830","03","Southwest","0376",31,"M","H","24","Miscellaneous Other Violations","F","3455(A)PC","PETITION TO REVOKE PRCS","FELONY COMPLAINT FILED","38TH                         PL","DENKER",34.0165,-118.3045,"POINT (-118.3045 34.0165)","05/24/2020 12:00:00 AM","2017","77TH ST",4212,21,2020-05-24,5
6535,5944437,"BOOKING","05/30/2020 12:00:00 AM","0015","01","Central","0161",27,"M","B","05","Burglary","F","459PC","BURGLARY","849(B)(1) PC/TECHNICAL ARREST","700 S  FIGUEROA                     ST",NA,34.0483,-118.2631,"POINT (-118.2631 34.0483)","05/30/2020 12:00:00 AM","0622","METRO - JAIL DIVISION",4273,22,2020-05-30,5
6538,5943808,"BOOKING","05/29/2020 12:00:00 AM","1930","18","Southeast","1822",28,"M","B","08","Other Assaults","M","243(A)PC","BATTERY ON PERSON","MISDEMEANOR COMPLAINT FILED","9300 S  FIGUEROA                     ST",NA,33.9519,-118.2827,"POINT (-118.2827 33.9519)","05/29/2020 12:00:00 AM","2147","77TH ST",4212,22,2020-05-29,5
6541,5938126,"BOOKING","05/23/2020 12:00:00 AM","1030","09","Van Nuys","0914",30,"M","H","16","Narcotic Drug Laws","M","11364(A)HS","POSS DEVICE/INSTRUMT/PARAPHERNALIA","MISDEMEANOR COMPLAINT FILED","6900    KESTER                       AV",NA,34.196,-118.4575,"POINT (-118.4575 34.196)","05/23/2020 12:00:00 AM","1158","VALLEY - JAIL DIV",4279,21,2020-05-23,5
6543,5947499,"BOOKING","06/02/2020 12:00:00 AM","2130","11","Northeast","1162",18,"M","H","03","Robbery","F","211PC","ROBBERY","FELONY COMPLAINT FILED","MADISON","SANTA MONICA",34.0909,-118.2893,"POINT (-118.2893 34.0909)","06/03/2020 12:00:00 AM","0055","VALLEY - JAIL DIV",4279,23,2020-06-02,6
6549,5945091,"BOOKING","05/30/2020 12:00:00 AM","2120","20","Olympic","2034",41,"M","B","05","Burglary","F","463(A)PC","2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC","FELONY COMPLAINT FILED","3500    WILSHIRE                     BL",NA,34.0618,-118.3004,"POINT (-118.3004 34.0618)","05/31/2020 12:00:00 AM","0147","77TH ST",4212,22,2020-05-30,5
6551,5940216,"BOOKING","05/26/2020 12:00:00 AM","1800","12","77th Street","1269",20,"M","H","24","Miscellaneous Other Violations","F","209.5(A)PC","KIDNAPPING FOR PURPOSE OF CARJACKING","DISTRICT ATTORNEY REJECT","79TH                         ST","CENTRAL                      AV",33.9675,-118.2564,"POINT (-118.2564 33.9675)","05/26/2020 12:00:00 AM","2000","77TH ST",4212,22,2020-05-26,5
6558,5946282,"BOOKING","06/01/2020 12:00:00 AM","2000","09","Van Nuys","0929",19,"F","B","05","Burglary","F","463(A)PC","2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC","FELONY COMPLAINT FILED","FULTON","VICTORY",34.1867,-118.4225,"POINT (-118.4225 34.1867)","06/01/2020 12:00:00 AM","2143","VALLEY - JAIL DIV",4279,23,2020-06-01,6
6560,5939758,"BOOKING","05/25/2020 12:00:00 AM","2340","13","Newton","1333",29,"M","H","07","Vehicle Theft","F","10851(E)VC","TAKE VEH:NO CNSNT:SPEC PR","FELONY COMPLAINT FILED","29TH","GRIFFITH",34.0181,-118.2592,"POINT (-118.2592 34.0181)","05/26/2020 12:00:00 AM","0252","77TH ST",4212,22,2020-05-25,5
6566,5939652,"BOOKING","05/25/2020 12:00:00 AM","2200","16","Foothill","1684",50,"M","H","24","Miscellaneous Other Violations","O","1203.2(A)PC","REARREST/REVOKE PROBATION/ETC","MISDEMEANOR COMPLAINT FILED","CANTARA","GENTRY",34.2194,-118.3936,"POINT (-118.3936 34.2194)","05/25/2020 12:00:00 AM","2349","VALLEY - JAIL DIV",4279,22,2020-05-25,5
6570,5946379,"BOOKING","06/01/2020 12:00:00 AM","1950","09","Van Nuys","0929",18,"F","W","05","Burglary","F","463(A)PC","2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC","FELONY COMPLAINT FILED","VICTORY","FULTON",34.1867,-118.4225,"POINT (-118.4225 34.1867)","06/01/2020 12:00:00 AM","2250","VALLEY - JAIL DIV",4279,23,2020-06-01,6
6582,5939366,"BOOKING","05/25/2020 12:00:00 AM","1130","15","N Hollywood","1512",36,"M","W","04","Aggravated Assault","F","273.5(A)PC","CORPORAL INJURY ON SPOUSE/COHABITANT/ETC","MISDEMEANOR COMPLAINT FILED","6900    COLDWATER CA                 AV",NA,34.1973,-118.4116,"POINT (-118.4116 34.1973)","05/25/2020 12:00:00 AM","1458","VALLEY - JAIL DIV",4279,22,2020-05-25,5
6588,5947846,"BOOKING","06/03/2020 12:00:00 AM","1400","10","West Valley","1024",54,"M","H","04","Aggravated Assault","F","273.5(A)PC","CORPORAL INJURY ON SPOUSE/COHABITANT/ETC","CITY ATTORNEY REJECT","6700    CAPPS                        AV",NA,34.1925,-118.5397,"POINT (-118.5397 34.1925)","06/03/2020 12:00:00 AM","1649","VALLEY - JAIL DIV",4279,23,2020-06-03,6
6590,5938992,"BOOKING","05/24/2020 12:00:00 AM","1805","01","Central","0142",49,"M","B","04","Aggravated Assault","F","A245(C)PC","ATTEMPT ADW ON PO/FIREMAN W/O/FIREARM/GBI","FELONY COMPLAINT FILED","FLOWER","5TH",34.0516,-118.2561,"POINT (-118.2561 34.0516)","05/24/2020 12:00:00 AM","2145","METRO - JAIL DIVISION",4273,21,2020-05-24,5
6592,5940801,"BOOKING","05/27/2020 12:00:00 AM","1430","10","West Valley","1012",32,"M","B","08","Other Assaults","F","422(A)PC","TERRORIZE CAUSING FEAR","MISDEMEANOR COMPLAINT FILED","7200    RESEDA                       BL",NA,34.2048,-118.54,"POINT (-118.54 34.2048)","05/27/2020 12:00:00 AM","1646","VALLEY - JAIL DIV",4279,22,2020-05-27,5
6594,5938018,"BOOKING","05/23/2020 12:00:00 AM","0250","02","Rampart","0245",20,"M","H","22","Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS","MISDEMEANOR COMPLAINT FILED","ALVARADO                     ST","6TH                          ST",34.0596,-118.2749,"POINT (-118.2749 34.0596)","05/23/2020 12:00:00 AM","0604","METRO - JAIL DIVISION",4273,21,2020-05-23,5
6601,5939510,"BOOKING","05/25/2020 12:00:00 AM","1700","05","Harbor","0557",49,"M","W","04","Aggravated Assault","F","245(A)(4)PC","ASSAULT LIKELY TO PRODUCE GBI","DISTRICT ATTORNEY REJECT","1ST","GAFFEY",33.7433,-118.2923,"POINT (-118.2923 33.7433)","05/25/2020 12:00:00 AM","1933","HARBOR",4205,22,2020-05-25,5
6602,5938345,"BOOKING","05/23/2020 12:00:00 AM","1830","09","Van Nuys","0926",61,"M","H","04","Aggravated Assault","F","245(A)(1)PC","ADW, NOT FIREARM, W/GBI","MISDEMEANOR COMPLAINT FILED","13700    VANOWEN                      ST",NA,34.194,-118.4312,"POINT (-118.4312 34.194)","05/23/2020 12:00:00 AM","2010","VALLEY - JAIL DIV",4279,21,2020-05-23,5
6606,5947669,"BOOKING","06/02/2020 12:00:00 AM","2200","12","77th Street","1211",32,"M","B","04","Aggravated Assault","F","245(C)PC","ADW PO/FIREMAN W/O FIREARM/GBI","FELONY COMPLAINT FILED","S  VICTORIA                     AV","W  SLAUSON",33.989,-118.3322,"POINT (-118.3322 33.989)","06/03/2020 12:00:00 AM","0533","METRO - JAIL DIVISION",4273,23,2020-06-02,6
6607,5939682,"BOOKING","05/25/2020 12:00:00 AM","2300","18","Southeast","1837",45,"M","B","08","Other Assaults","M","243(E)(1)PC","BATT EX-SPOUSE/FIANCEE/PERSN W/DATING REL","MISDEMEANOR COMPLAINT FILED","1800 E  109TH                        ST",NA,33.9371,-118.2405,"POINT (-118.2405 33.9371)","05/26/2020 12:00:00 AM","0046","77TH ST",4212,22,2020-05-25,5
6608,5941328,"BOOKING","05/28/2020 12:00:00 AM","0045","04","Hollenbeck","0448",31,"F","H","04","Aggravated Assault","F","273.5(A)PC","CORPORAL INJURY ON SPOUSE/COHABITANT/ETC","CITY ATTORNEY REJECT","1500    NIETO",NA,34.0573,-118.1935,"POINT (-118.1935 34.0573)","05/28/2020 12:00:00 AM","0235","METRO - JAIL DIVISION",4273,22,2020-05-28,5
6619,5944718,"BOOKING","05/30/2020 12:00:00 AM","1200","03","Southwest","0397",45,"M","W","24","Miscellaneous Other Violations","M","166(C)(1)PC","VIOL DOMESTIC VIOL PROTECT/STAY AWAY ORD","MISDEMEANOR COMPLAINT FILED","1100 W  41ST                         PL",NA,34.0082,-118.2941,"POINT (-118.2941 34.0082)","05/30/2020 12:00:00 AM","1405","77TH ST",4212,22,2020-05-30,5
6621,5945941,"BOOKING","06/01/2020 12:00:00 AM","0655","12","77th Street","1233",20,"M","B","08","Other Assaults","F","422(A)PC","TERRORIZE CAUSING FEAR","CITY ATTORNEY REJECT","1600 W  59TH                         PL",NA,33.9867,-118.3046,"POINT (-118.3046 33.9867)","06/01/2020 12:00:00 AM","0931","77TH ST",4212,23,2020-06-01,6
6624,5939878,"BOOKING","05/26/2020 12:00:00 AM","0310","20","Olympic","2063",25,"M","H","18","Drunkeness","M","647(F)PC","DISORD CONDUCT:UI/DRUG, ALCOHOL","MISDEMEANOR COMPLAINT FILED","OXFORD","S  PICO",34.049,-118.3066,"POINT (-118.3066 34.049)","05/26/2020 12:00:00 AM","0944","METRO - JAIL DIVISION",4273,22,2020-05-26,5
6625,5941665,"BOOKING","05/28/2020 12:00:00 AM","0900","11","Northeast","1126",24,"M","B","03","Robbery","F","211PC","ROBBERY","DISTRICT ATTORNEY REJECT","5200    YORK                         BL",NA,34.1207,-118.2026,"POINT (-118.2026 34.1207)","05/28/2020 12:00:00 AM","1540","METRO - JAIL DIVISION",4273,22,2020-05-28,5
6630,5940429,"BOOKING","05/26/2020 12:00:00 AM","2305","06","Hollywood","0646",37,"M","H","07","Vehicle Theft","F","10851(A)VC","TAKE VEHICLE W/O OWNER'S CONSENT","849(B)(1) PC/TECHNICAL ARREST","IVAR","SUNSET",34.098,-118.3287,"POINT (-118.3287 34.098)","05/27/2020 12:00:00 AM","0245","HOLLYWOOD",4206,22,2020-05-26,5
6631,5939739,"BOOKING","05/26/2020 12:00:00 AM","0100","10","West Valley","1019",19,"M","H","22","Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS",NA,"HASKELL                      ST","SHERMAN                      WY",34.2012,-118.4749,"POINT (-118.4749 34.2012)","05/26/2020 12:00:00 AM","0202","VALLEY - JAIL DIV",4279,22,2020-05-26,5
6632,5939168,"BOOKING","05/25/2020 12:00:00 AM","0140","06","Hollywood","0646",44,"M","B","22","Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS","MISDEMEANOR COMPLAINT FILED","HOLLYWOOD                    BL","WILCOX                       AV",34.1016,-118.331,"POINT (-118.331 34.1016)","05/25/2020 12:00:00 AM","0340","HOLLYWOOD",4206,22,2020-05-25,5
6635,5939839,"BOOKING","05/26/2020 12:00:00 AM","0530","11","Northeast","1124",49,"M","H","16","Narcotic Drug Laws","F","11379(A)HS","TRANSPORT/SELL CONTROLLED SUBSTANCE","FELONY COMPLAINT FILED","N  SAN FERNANDO                 RD","FLETCHER",34.1149,-118.2458,"POINT (-118.2458 34.1149)","05/26/2020 12:00:00 AM","0759","METRO - JAIL DIVISION",4273,22,2020-05-26,5
6654,5944865,"BOOKING","05/30/2020 12:00:00 AM","2245","03","Southwest","0319",43,"M","H","24","Miscellaneous Other Violations","F","594(A)(2)PC","DAMAGE PROPERTY","849(B)(1) PC/TECHNICAL ARREST","1900    BONSALLO                     AV",NA,34.0359,-118.2753,"POINT (-118.2753 34.0359)","05/31/2020 12:00:00 AM","0015","77TH ST",4212,22,2020-05-30,5
6655,5938793,"BOOKING","05/24/2020 12:00:00 AM","1340","01","Central","0138",48,"M","W","24","Miscellaneous Other Violations","F","3000.08CPC","PAROLE WARRANT","FELONY COMPLAINT FILED","3RD                          ST","OMAR",34.0467,-118.2411,"POINT (-118.2411 34.0467)","05/24/2020 12:00:00 AM","1434","METRO - JAIL DIVISION",4273,21,2020-05-24,5
6656,5940980,"BOOKING","05/27/2020 12:00:00 AM","1945","04","Hollenbeck","0456",28,"M","H","24","Miscellaneous Other Violations","M","594(A)(1)PC","DEFACE PROPERTY","MISDEMEANOR COMPLAINT FILED","CESAR E CHAVEZ","CUMMINGS",34.0499,-118.2009,"POINT (-118.2009 34.0499)","05/27/2020 12:00:00 AM","2142","METRO - JAIL DIVISION",4273,22,2020-05-27,5
6659,5942467,"BOOKING","05/28/2020 12:00:00 AM","2045","09","Van Nuys","0901",36,"F","B","13","Prostitution/Allied","M","647(B)PC","PROSTITUTION","MISDEMEANOR COMPLAINT FILED","SEPULVEDA                    BL","SHERMAN",34.2012,-118.4662,"POINT (-118.4662 34.2012)","05/28/2020 12:00:00 AM","2205","VALLEY - JAIL DIV",4279,22,2020-05-28,5
6664,5939314,"BOOKING","05/25/2020 12:00:00 AM","1030","10","West Valley","1025",32,"F","H","22","Driving Under Influence","F","23153(A)VC","DUI ALCOHOL CAUSING INJURY","FELONY COMPLAINT FILED","LINDLEY","SHERMAN                      WY",34.2012,-118.5273,"POINT (-118.5273 34.2012)","05/25/2020 12:00:00 AM","1219","VALLEY - JAIL DIV",4279,22,2020-05-25,5
6672,5945507,"BOOKING","05/31/2020 12:00:00 AM","1930","18","Southeast","1849",25,"M","H","15","Against Family/Child","M","273.6(A)PC","DISOBEY DOMESTIC RELATIONS COURT ORDER","MISDEMEANOR COMPLAINT FILED","11300    GORMAN                       AV",NA,33.9325,-118.2318,"POINT (-118.2318 33.9325)","05/31/2020 12:00:00 AM","2123","77TH ST",4212,22,2020-05-31,5
6678,5938914,"BOOKING","05/24/2020 12:00:00 AM","1730","12","77th Street","1248",64,"M","B","04","Aggravated Assault","F","273.5(A)PC","CORPORAL INJURY ON SPOUSE/COHABITANT/ETC","CITY ATTORNEY REJECT","6400 S  HOOVER                       ST",NA,33.9792,-118.2893,"POINT (-118.2893 33.9792)","05/24/2020 12:00:00 AM","1946","77TH ST",4212,21,2020-05-24,5
6679,5938668,"BOOKING","05/24/2020 12:00:00 AM","0607","07","Wilshire","0782",24,"M","H","22","Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS",NA,"10                           FY","ROBERTSON",34.0387,-118.3717,"POINT (-118.3717 34.0387)","05/24/2020 12:00:00 AM","0757","77TH ST",4212,21,2020-05-24,5
6681,5940674,"BOOKING","05/27/2020 12:00:00 AM","1045","10","West Valley","1011",25,"F","H","12","Weapon (carry/poss)","M","417(A)(1)PC","EXHIBIT/DRAW DEADLY WEAPON NOT A FIREARM","MISDEMEANOR COMPLAINT FILED","TAMPA","SATICOY",34.2084,-118.5535,"POINT (-118.5535 34.2084)","05/27/2020 12:00:00 AM","1312","VALLEY - JAIL DIV",4279,22,2020-05-27,5
6682,5938564,"BOOKING","05/23/2020 12:00:00 AM","2230","05","Harbor","0514",33,"F","H","22","Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS","MISDEMEANOR COMPLAINT FILED","WILMINGTON","L                            ST",33.7862,-118.2747,"POINT (-118.2747 33.7862)","05/24/2020 12:00:00 AM","0202","77TH ST",4212,21,2020-05-23,5
6685,5939085,"BOOKING","05/24/2020 12:00:00 AM","2133","14","Pacific","1494",37,"M","B","24","Miscellaneous Other Violations","F","3000.08CPC","PAROLE WARRANT","FELONY COMPLAINT FILED","300    WORLD                        WY",NA,33.944,-118.4073,"POINT (-118.4073 33.944)","05/25/2020 12:00:00 AM","0052","PACIFIC",4214,21,2020-05-24,5
6687,5940446,"BOOKING","05/26/2020 12:00:00 AM","2345","04","Hollenbeck","0401",22,"F","H","22","Driving Under Influence","M","23152(G)VC","DUI OF ALCOHOL & DRUG",NA,"AVENUE 43","MOSHER                       AV",34.093,-118.2058,"POINT (-118.2058 34.093)","05/27/2020 12:00:00 AM","0313","77TH ST",4212,22,2020-05-26,5
6692,5947824,"BOOKING","06/03/2020 12:00:00 AM","1220","15","N Hollywood","1555",19,"M","B","04","Aggravated Assault","F","273.5(A)PC","CORPORAL INJURY ON SPOUSE/COHABITANT/ETC","849(B)(1) PC/TECHNICAL ARREST","4900    VINELAND                     AV",NA,34.1598,-118.3704,"POINT (-118.3704 34.1598)","06/03/2020 12:00:00 AM","1500","VALLEY - JAIL DIV",4279,23,2020-06-03,6
6695,5941895,"BOOKING","05/28/2020 12:00:00 AM","1530","12","77th Street","1269",27,"M","H","05","Burglary","F","459PC","BURGLARY","FELONY COMPLAINT FILED","800 E  79TH                         ST",NA,33.9675,-118.2608,"POINT (-118.2608 33.9675)","05/28/2020 12:00:00 AM","1646","77TH ST",4212,22,2020-05-28,5
6698,5948030,"BOOKING","06/03/2020 12:00:00 AM","2100","14","Pacific","1494",32,"M","B","04","Aggravated Assault","F","273.5(A)PC","CORPORAL INJURY ON SPOUSE/COHABITANT/ETC","849(B)(1) PC/TECHNICAL ARREST","6300 W  CENTURY                      BL",NA,33.9455,-118.3881,"POINT (-118.3881 33.9455)","06/03/2020 12:00:00 AM","2307","PACIFIC",4214,23,2020-06-03,6
6701,5939782,"BOOKING","05/26/2020 12:00:00 AM","0200","17","Devonshire","1797",34,"F","B","04","Aggravated Assault","F","273.5(A)PC","CORPORAL INJURY ON SPOUSE/COHABITANT/ETC","CITY ATTORNEY REJECT","16200    MALDEN                       ST",NA,34.2258,-118.4862,"POINT (-118.4862 34.2258)","05/26/2020 12:00:00 AM","0415","VALLEY - JAIL DIV",4279,22,2020-05-26,5
6707,5938619,"BOOKING","05/24/2020 12:00:00 AM","0120","18","Southeast","1805",35,"M","H","07","Vehicle Theft","F","487(D)(1)PC","GRAND THEFT AUTO/HORSE/ETC","849(B)(1) PC/TECHNICAL ARREST","METTLER","90TH                         ST",33.9547,-118.2664,"POINT (-118.2664 33.9547)","05/24/2020 12:00:00 AM","0343","77TH ST",4212,21,2020-05-24,5
6711,5949063,"BOOKING","06/05/2020 12:00:00 AM","0215","19","Mission","1972",36,"M","H","22","Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS","MISDEMEANOR COMPLAINT FILED","15100    NORDHOFF                     ST",NA,34.2355,-118.461,"POINT (-118.461 34.2355)","06/05/2020 12:00:00 AM","0410","VALLEY - JAIL DIV",4279,23,2020-06-05,6
6712,5939262,"BOOKING","05/25/2020 12:00:00 AM","0750","16","Foothill","1681",23,"M","H","22","Driving Under Influence","M","23152(A)VC","DRUNK DRIVING ALCOHOL/DRUGS",NA,"GOLDEN STATE                 FY","SHELDON                      ST",34.2316,-118.4043,"POINT (-118.4043 34.2316)","05/25/2020 12:00:00 AM","1008","VALLEY - JAIL DIV",4279,22,2020-05-25,5
6725,5944721,"BOOKING","05/30/2020 12:00:00 AM","1155","11","Northeast","1115",29,"M","W","03","Robbery","F","211PC","ROBBERY","FELONY COMPLAINT FILED","2300    COLORADO                     BL",NA,34.1395,-118.2163,"POINT (-118.2163 34.1395)","05/30/2020 12:00:00 AM","1413","VALLEY - JAIL DIV",4279,22,2020-05-30,5
6731,5939195,"BOOKING","05/25/2020 12:00:00 AM","0220","13","Newton","1363",32,"M","H","04","Aggravated Assault","F","245(A)(1)PC","ADW, NOT FIREARM, W/GBI","849(B)(1) PC/TECHNICAL ARREST","51ST                         ST","AVALON                       BL",33.9966,-118.2652,"POINT (-118.2652 33.9966)","05/25/2020 12:00:00 AM","0454","77TH ST",4212,22,2020-05-25,5
6737,5939645,"BOOKING","05/25/2020 12:00:00 AM","2130","03","Southwest","0317",27,"M","H","12","Weapon (carry/poss)","F","25850(A)PC","CARRY LOADED F/ARM PRSON/HEH PUBLIC PLACE","FELONY COMPLAINT FILED","VERMONT","25TH                         ST",34.0336,-118.2915,"POINT (-118.2915 34.0336)","05/25/2020 12:00:00 AM","2340","77TH ST",4212,22,2020-05-25,5
6739,5938487,"BOOKING","05/23/2020 12:00:00 AM","2300","12","77th Street","1215",21,"F","H","08","Other Assaults","M","243(A)PC","BATTERY ON PERSON","MISDEMEANOR COMPLAINT FILED","1100 W  54TH                         ST",NA,33.9932,-118.2937,"POINT (-118.2937 33.9932)","05/24/2020 12:00:00 AM","0013","77TH ST",4212,21,2020-05-23,5
6747,5944430,"BOOKING","05/30/2020 12:00:00 AM","0245","18","Southeast","1835",61,"M","B","24","Miscellaneous Other Violations","F","3455(B)1PC","WARRANT-PETITION TO REVOKE COMMUNITY SUPVN","FELONY COMPLAINT FILED","CENTRAL","103RD                        ST",33.9433,-118.2541,"POINT (-118.2541 33.9433)","05/30/2020 12:00:00 AM","0551","77TH ST",4212,22,2020-05-30,5
6750,5940268,"BOOKING","05/26/2020 12:00:00 AM","2000","18","Southeast","1822",59,"M","B","24","Miscellaneous Other Violations","M","166(C)(1)PC","VIOL DOMESTIC VIOL PROTECT/STAY AWAY ORD","MISDEMEANOR COMPLAINT FILED","200 W  103RD                        ST",NA,33.9429,-118.2762,"POINT (-118.2762 33.9429)","05/26/2020 12:00:00 AM","2109","77TH ST",4212,22,2020-05-26,5
6752,5940744,"BOOKING","05/27/2020 12:00:00 AM","1140","05","Harbor","0514",39,"M","H","22","Driving Under Influence","M","23152(F)VC","DUI OF ANY DRUG","MISDEMEANOR COMPLAINT FILED","FIGUEROA","PACIFIC COAST HWY",33.7905,-118.2811,"POINT (-118.2811 33.7905)","05/27/2020 12:00:00 AM","1454","HARBOR",4205,22,2020-05-27,5
6756,5941365,"BOOKING","05/28/2020 12:00:00 AM","0200","15","N Hollywood","1529",27,"M","H","15","Against Family/Child","M","273.6(A)PC","DISOBEY DOMESTIC RELATIONS COURT ORDER","MISDEMEANOR COMPLAINT FILED","6300    VINELAND                     AV",NA,34.185,-118.3703,"POINT (-118.3703 34.185)","05/28/2020 12:00:00 AM","0434","VALLEY - JAIL DIV",4279,22,2020-05-28,5
6758,5942957,"BOOKING","05/29/2020 12:00:00 AM","1110","17","Devonshire","1754",15,"M","H","07","Vehicle Theft","F","10851(A)VC","TAKE VEHICLE W/O OWNER'S CONSENT",NA,"10200    ETIWANDA",NA,34.2555,-118.5323,"POINT (-118.5323 34.2555)","05/29/2020 12:00:00 AM","1140","VALLEY - JAIL DIV",4279,22,2020-05-29,5
6761,5945109,"BOOKING","05/30/2020 12:00:00 AM","2305","01","Central","0153",26,"M","B","24","Miscellaneous Other Violations","F","3000.08CPC","PAROLE WARRANT","FELONY COMPLAINT FILED","BROADWAY","6TH                          ST",34.0467,-118.252,"POINT (-118.252 34.0467)","05/31/2020 12:00:00 AM","0232","METRO - JAIL DIVISION",4273,22,2020-05-30,5
6775,5948627,"BOOKING","06/04/2020 12:00:00 AM","1105","01","Central","0161",42,"M","B","19","Disturbing the Peace","M","415(3)PC","OFFENSIVE LANGUAGE IN PUBLIC","MISDEMEANOR COMPLAINT FILED","7TH                          ST","FIGUEROA                     ST",34.0499,-118.2614,"POINT (-118.2614 34.0499)","06/04/2020 12:00:00 AM","1433","METRO - JAIL DIVISION",4273,23,2020-06-04,6
